	smiles
7956	Fc1ccc(Nc2ncnc3ccc(NC(=O)Nc4ccc(cc4)N(CCCl)CCCl)cc23)cc1Br
7957	COc1ccc(C)cc1NC(=O)Nc2cccc(c2)C(=O)O
7958	O=C1CCC(=O)N(N1)C2=Nc3ccccc3NC2=O
7959	CN1C2N(C)c3ccc(OC(=O)Nc4ccccc4)cc3C2(CC=C)CC1=O
7960	C[C@@H]1CN(C[C@H](C)O1)c2cnc(N)c(c2)c3ccc(cc3)C(=O)N[C@@H](CO)c4ccccc4
7961	OC[C@@H](N1CCCn2cc(cc2C1=O)c3ccnc(NC4CCOCC4F)n3)c5cccc(Cl)c5
7962	CNc1c(Br)cnc2[nH]c(nc12)c3cnn(C)c3
7963	CC(CO)(CO)C(=O)N(CCN1[C@@H]2CC[C@H]1C[C@H](C2)c3cccc(c3)C(=O)N)CC4CCC(F)(F)CC4
7964	CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5ccc(CNC(=O)Nc6ccccc6Cl)s5)c2)CC1
7965	C\C(=N\NC(=S)N1CCN(CC1)C(=S)N\N=C(\C)/c2ccccn2)\c3ccccn3
7966	O=C(CCOc1ccccc1)N2CCCC(C2)c3ncc[nH]3
7967	Cc1ccc(cc1)[C@H]2C[C@H](O)[C@H](CN2Cc3cccs3)n4cc(nn4)C5CC5
7968	CN(C(=O)C)c1ccc(cc1)\N=C\c2cc3OCOc3cc2[N+](=O)[O-]
7969	CCc1nc(Nc2cc(OC)ccc2OC)c3oc4ccccc4c3n1
7970	COc1ccc(OC)c2C3CCCN[C@@H]3CCc12
7971	CCc1cccc(NC(=S)N(CCOC)C(C)c2occc2)c1
7972	CCC(C)Sc1nc(O)c(C)c(Cc2c(Cl)cccc2Cl)n1
7973	CN1CCCC2CC1c3ccc(O)cc23
7974	Oc1ccc2C(CCCc2n1)NCCc3ccccc3
7975	C1CC(=CCC1N2CCN(CC2)c3ccccn3)c4ccccc4
7976	NC(=O)c1ccc2oc(NC(CC3CCCCC3)c4ccccc4)nc2c1
7977	COc1cc2c3CCNC(C(=O)O)c3[nH]c2cc1O
7978	CCCCCCN1C[C@H]([C@H](O)C[C@@H]1c2ccccc2)n3cc(COC(=O)c4ccccc4)nn3
7979	Cc1nn(c(O)c1C(=O)c2ccc(cc2)[N+](=O)[O-])c3ccccc3
7980	CCc1nc2cc(OC3CCN(CC3)C(=N)C)ccc2n1C\C=C\c4ccc(N)cc4
7981	Cc1ccc(cc1)C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-]
7982	O=C(NCc1ccccn1)C2CCN(CC2)C3CCN(Cc4ccc(cc4)C#C)CC3
7983	CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)C
7984	Fc1ccc(cc1)S(=O)(=O)NCCSc2nnnn2c3ccccc3
7985	COCc1cnc(C(=O)Nc2ccc(F)c(c2)[C@@]3(COCC(=N3)N)C(F)F)c(Cl)c1
7986	ONC(=O)CCCCCCNC(=O)c1cc2cc(F)ccc2[nH]1
7987	COc1ccc(CNC2CCOC2=O)cc1
7988	CC(=O)N1CCC2(CCCN(C2)C(=O)CCN3CCCCC3)C1
7989	CCCCCCCCOC(C)c1c(C)c2cc3nc([C@@H](CCC(=O)OC)[C@@H]3C)c4C(=O)N(CCCCCC)C(=O)C5=C(C)c(cc6[nH]c(cc1n2)c(C)c6CC)[nH]c45
7990	COc1ccc(Cl)c2C(=O)C(C)(CN3CCCCC3)CCc12
7991	CC1(C)Cc2ccccc2c3nnc(c4occc4)n13
7992	COCc1cccc(CN2C(=O)N(C(=O)C2(C)C)c3cnn(Cc4c(C)onc4C)c3)c1
7993	CC(C)(C)NC(=O)CN1C(=O)[C@@H](C[C@H](c2ccccc2)c3ccccc13)NC(=O)Nc4cccc(Cl)c4
7994	FC(F)(F)c1cccc(C(=O)N2CCc3c(C2)ncnc3c4nccs4)c1Cl
7995	COc1cc2CC\C(=C/c3ccc4ccn(C)c4c3)\C(=O)c2cc1OC
7996	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H](CCC[C@]12C)c3cccc(O)c3
7997	O=C(Nc1cccc(OCc2ccccc2)c1)C3CN(C4CCCCC4)C(=O)C3
7998	CCOCCC1(Oc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)C(=O)NC(=O)NC1=O
7999	OC(=N)c1c2NCCC(C3CCN(CC3)C(=O)C=C)n2nc1c4ccccc4
8000	OCCCCNC(=O)c1ccc2Oc3ccccc3C(=O)c2c1
8001	O=C1N=C2C(=C1C#N)c3ccc(Sc4ccccc4)c5cccc2c35
8002	C(Oc1ccc(Oc2ccccc2)cc1)C3CN3
8003	COc1ccc(cc1OC)c2nnn(CC(=O)Nc3ccc4OCCOc4c3)n2
8004	OC1=C(C(=O)C1=O)c2ccccc2
8005	CN(NC(=O)C)c1ccccc1
8006	COc1ccc(OP(=O)(N[C@@H](Cc2ccccc2)C(=O)OCc3ccccc3)OC[C@H]4OC(O)[C@H](NC(=O)C)[C@@H](O)[C@@H]4O)cc1
8007	COc1cccc(OCCNS(=O)(=O)c2ccccc2[N+](=O)[O-])c1
8008	CC(C)[C@](N)(CSCCNC(=N)N)C(=O)O
8009	CC(C)NC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c2cccc(NC(=O)CN(C)C(=O)OCc3ccccc3)c2
8010	CC(C)(O)[C@@H]1C2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C
8011	CC1=C\C(=N/NC2=NC(=O)C(CC(=O)Nc3ccccc3F)S2)\CC(C)(C)C1
8012	OC1=Cc2ccc(Br)cc2NC1=O
8013	OC(=O)CSc1nnc(c2ccc(O)c(O)c2)n1c3ccccc3
8014	CC1(C)C[C@H]2C(=C1)C=C(CO)C3(CC3)[C@]2(C)O
8015	COC(=O)C1C2CCC(CC1c3ccc(I)c(Br)c3)N2C
8016	CCN(CC)C(=O)c1ccc2c(c1)c3CCCCc3n2CCCNc4nc(OC)cc(OC)n4
8017	CC(SCC(=O)NC(=O)N)c1ccc(Cl)cc1
8018	Cc1oc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)nn1
8019	[Na+].C[C@@H](O)[C@@H]1C2[C@@H](C)C(=C(N2C1=O)C(=O)[O-])S[C@@H]3CCO[C@@H]3CNC(=O)OC(C)OC(=O)C
8020	CC(C)(C)NC[C@@H](O)COc1ncccc1C#N
8021	CN(C(=Nc1ccccc1C)S)C2(CCCCC2=O)c3ccccc3Cl
8022	CC(=O)O\C(=C/C(=O)O\N=C(/N)\c1ccc(C)cc1)\C
8023	Cn1c(SCC(=O)NCc2occc2)ncc1c3ccc(F)cc3
8024	O=C(CN1C(=O)C(=O)c2ccccc12)NCCc3ccccc3
8025	OC(=O)[C@@H](C[C@@H](Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)O)Cc3ccccc3
8026	CCCCc1nc(Cl)c(\C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)n1C
8027	CCCCN(C)c1nc(C)nc2c(c(C)nn12)c3ccc(OC)nc3C
8028	CCN1\C(=N\N=C\c2cccc(c2)[N+](=O)[O-])\SC(CC(=O)O)C1=O
8029	CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1CC(C)CCC)C(=O)O)c2ccc3OCOc3c2
8030	CC(C)C[C@H](NC(=O)[C@H](COCc1ccccc1)NC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)O
8031	Oc1ccc(CCNC(=O)CCCCC2CCSS2)cc1O
8032	CN1C2=C(C(=O)N(C(=N2)c3cccc(C)c3)c4ccccc4)C(=O)c5ccccc15
8033	COc1ccc(Cn2c(cc3cccnc23)C4CCNCC4)cc1
8034	Clc1ccc2OC3=NC(=CC(=O)N3c2c1)N4CCNCC4
8035	Clc1ccc2C3CC4CCC3N4Cc2n1
8036	CC1CCCN(C1)C(C(=O)NC2CCCCC2)c3cc4OCOc4cc3[N+](=O)[O-]
8037	Cl.Cl.CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC
8038	CN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)C2CCN(CC2)C(=O)Nc3ccccc3
8039	CN1C(=O)N(CC#C)C(=O)c2[nH]cnc12
8040	CCOC(=O)c1cnc(S)n1C(CC)c2ccc(F)c(F)c2
8041	Cc1ccc(CN2CC[C@H](N3CC[C@H]([C@H](F)C3)c4ccc(O)cc4)C2=O)cc1
8042	COc1cc2c(Nc3ccc(cc3O)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6
8043	Cc1c(OCC(=O)NCCN2CCOCC2)ccc3C(=CC(=O)Oc13)c4ccccc4
8044	CC(C)COc1ccc(Cl)cc1Cc2occ(n2)c3nc4ccc(CN5CCCC5)cc4[nH]3
8045	Clc1ccc(cc1)c2nc3cc(ccc3c4cnccc24)C#N
8046	CCCC[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C=C[C@@H]1OC(=O)C
8047	O=C1C=C(N=C2N1C=Cc3ccccc23)N4CC=CC4
8048	CC(C)(C)c1cc(I)c(O)c(CNC2CCCCC2)c1
8049	Fc1ccccc1NC(=O)Oc2cccc(OC(=O)Nc3ccccc3F)c2
8050	CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)C#C
8051	COC(=O)c1ccccc1c2oc(\C=C/3\C(=O)NC(=S)N(C3=O)c4ccc(C)cc4)cc2
8052	Clc1ccc(cc1)N2C(=NO[C@@]23C(=O)Nc4ccccc34)c5ccc(Cl)cc5
8053	Cc1cccc(Cn2ccnc2)c1
8054	C[N+]1(C)[C@@H]2CCC[C@H]1C[C@@H](C2)C=C(c3cccs3)c4cccs4
8055	Clc1ccc2oc3c(Cl)c(Cl)c(Cl)cc3c2c1
8056	Brc1ccc[n+](CC(=O)c2cccs2)c1
8057	Cl.CCCCCCCCS(=O)(=O)NCCCNCCCNCCCCCCNCCCNCCCNS(=O)(=O)CCCCCCCC
8058	OC(=O)CSc1nc2CCCCCc2cc1C#N
8059	CN(C1CCCCC1)C(=O)c2ccc(cc2)c3ccccc3
8060	[Cl-].COC(=O)c1cc2c3ccccc3[nH]c2c4cn(c[n+]14)c5ccc(Cl)cc5
8061	CSCC[C@H](N)CSSCC(Cc1ccsc1)C(=O)N[C@@H](C)C(=O)OC[C@H](COC(=O)C)OC(=O)C
8062	CC#CC[N+](C)(CC#CC)CC(=O)c1ccccc1
8063	COc1ccc(Cl)cc1N2C(N3CCCC3C2=O)c4ccc(F)cc4
8064	Clc1cccc(c1)C2CC(=O)C(=CNc3ccccc3)C(=O)C2
8065	Cc1ccc(NCC(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N3CCCCCC3
8066	CCOc1ccc(NC(=Nc2nc(C)cc(C)n2)NC(=O)C)cc1
8067	COC(=O)COc1cccc2C(=O)N(CC(=O)NCCc3ccccc3)C=Cc12
8068	CCOC(=O)C1C(CC(=CC1=O)c2ccc(C)cc2)c3ccc(cc3)[N+](=O)[O-]
8069	Cc1nc2sc3CC4(CCc3c2c(N)c1C(=O)OCC#C)OCCO4
8070	O[C@H]1[C@H](O)[C@@H](COC(=O)c2c(F)cccc2F)O[C@H](O[C@H]3O[C@H](COC(=O)c4c(F)cccc4F)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]1O
8071	CC(C)Cc1cc2C3CC[C@]4(C)[C@@H](O)CCC4C3CCc2cc1O
8072	N[C@@H](Cc1ccc(O)cc1)C(=O)NC(C(=O)O)c2cccc(O)c2
8073	CCC(C)NC1=NS(=O)(=O)c2cc(Br)ccc2N1
8074	CC(C)(C)OC(=O)c1cnccn1
8075	CCNC(=O)Nc1ccc(cn1)c2ncc(s2)C(=O)O
8076	Cc1ccc(cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C(=O)NC5CCOCC5
8077	Cc1ccc(cc1)\N=C(\Cc2ccc(Cl)cc2)/c3ccc(O)cc3O
8078	CCc1nc(N)nc(N)c1c2ccc(Cl)c(c2)N=NN(C)C
8079	CC(=O)OC1C#CCCCCC#C/C/1=C\c2cccc3ccccc23
8080	Cc1cc(C)cc(c1)N(C(C(=O)NC2CCCC2)c3cccnc3)C(=O)CNC(=O)c4cccs4
8081	CC(C)N1C(=O)N(C(=O)NCCN2CC[N+](C)(CC=C)CC2)c3ccccc13
8082	CN(\N=C\c1cnn2ccc(Cl)nc12)S(=O)(=O)c3cccc(F)c3
8083	CCCCCCCCN=C(O)C1(C)CC(=C(C(=Nc2ccc(OC)cc2)O)C(=N1)O)c3ccc(C)cc3
8084	C[C@@]1(O)CC[C@H]2[C@@H]([C@H](CCC2=C)[C@@]3(C)CC[C@H](Cl)C(C)(C)O3)[C@H]1[N+]#[C-]
8085	CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(F)c3
8086	COc1cc(ccc1OC(F)(F)F)c2nc(c3CCOCCn23)c4cc(C)nc(C)c4
8087	CCOc1ccc2cccc(CCNC(=O)C3CCC3)c2c1
8088	CC(C)(CNC(=O)C1CCN(CCOCc2ccccc2)CC1)c3nc(c4ccc(Cl)c(O)c4)c([nH]3)c5ccncc5
8089	COC(=O)C12CCC(C)(C)CC1C3=CC[C@@H]4[C@@]5(C)CC=CC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2
8090	N[C@]1(CNC(=O)c2ccc(F)cc2)CCN(C1)c3ncnc4[nH]cc(Cl)c34
8091	Cl.Cl.CCCc1nc(C(=O)NCCCN2CCN(CC2)c3cccc(C)c3C)c(C)n1c4ccccc4OC
8092	OC(=O)Cc1cc(F)cc(c1)c2ccccc2
8093	CCN(CC)C(=O)Cn1cc(C(=O)C(=O)N2CCN(CC2)c3ccc(cc3)[N+](=O)[O-])c4ccccc14
8094	CC(C)CCCN1C[C@@H](O)[C@H](O)[C@@H](CO)C1
8095	COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c3occc3)cc1OC
8096	Cc1ccc(OCCN2CCN(CC2)c3nc(NCc4occc4)c5ccccc5n3)cc1
8097	[O-][N+](=O)C(F)(COC(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
8098	CC(C)C(N1CCN(Cc2ccc3OCOc3c2)CC1)c4nnnn4Cc5ccccc5
8099	Cc1cn2nc(sc2n1)N3CCCC3C(=O)N4CCSCC4
8100	CC(=O)NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34
8101	Cl.N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CCC(=O)N(CC(=O)O)C2=O
8102	Cc1cccc(N=N\C(=C/2\NCCN2Cc3cnc(Cl)s3)\[N+](=O)[O-])c1C
8103	CCCCCC(O)\C=C\CC1CCc2c(C1)cccc2OCC(=O)O
8104	FC(F)(F)c1cccc(c1)n2nnc3ccc(NCC4CCNCC4)nc23
8105	Nc1nc(Cc2ccccc2)cn1Cc3ccccc3
8106	N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)C3(CCC3)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC5CCCCC5)NC1=O
8107	CC1=C2CC3=C(CO)[C@H]4C[C@H]4[C@]3(C)C[C@@H]2OC1=O
8108	OCC1CC=CC1n2cnc3c(NCc4ccccc4I)ncnc23
8109	CN1CCN(CCc2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc2)CC1
8110	Cc1cc(C)c(Oc2cc(Nc3ccc(cc3)C#N)ncc2[N+](=O)[O-])c(C)c1
8111	CCOC(=O)C1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1
8112	CCCNc1ccccc1c2nc3ccc[nH]c3n2
8113	CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)c2ccccc2
8114	CN1C(=O)N(C)C2=C(C(C3=C(O)CC(C)(C)CC3=N2)c4ccccc4OCC=C)C1=O
8115	CC(C)(C)C(=O)CC1(O)C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13
8116	CO\N=C\1/c2ccccc2c3ccc(OCCN(C)C)cc13
8117	Cc1onc(C)c1c2cc(C(=O)NC[C@@H]3CC[C@@H](CNC(=O)OC(C)(C)C)CC3)c4ccccc4n2
8118	CN1CCN(CCC\N=C/2\C(=C(O)c3ccccc3C2=O)C)CC1
8119	CN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccc3OCOc3c2)Br
8120	Nc1nc(SCc2ccc(cc2)[N+](=O)[O-])c3ncn([C@@H]4O[C@H](CO)[C@H](O)[C@H]4O)c3n1
8121	COCCOc1cc2cc(C(=O)NC3CCN(CC3)C(C)C)n(CC(=O)Nc4ccc(Cl)cn4)c2cn1
8122	COc1cccc(NC(=O)C2CCN(CC2)c3ncnc4[nH]cc(C)c34)c1
8123	CCCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3CC1[C@@H]4N(C)c5ccccc5[C@]46C[C@H]2C3[C@@H]6O
8124	NCCCC[C@H](N)C(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2
8125	Cl.COc1cc(CN(CC(C)C)CC(C)C)cc(OC)c1O
8126	N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CCCCNC(=O)NCC[C@H](NC(=O)[C@H](Cc3ccccc3)NC2=O)C(=O)NCCNC(=O)N
8127	COc1ccc2C=C(CO)OC(=O)c2c1
8128	FC(F)(F)c1ccccc1CNc2ccnc(Nc3ccc(cc3)C#N)n2
8129	COc1ccc(cc1)N2C(=O)CC(C2=O)n3c(CCCCO)nc4ccccc34
8130	CC1(C)CC(CC(C)(C)N1)NC(=O)c2sc3cc(Cl)ccc3c2Cl
8131	COc1ccccc1C#Cc2ccc(cc2)[C@@H]3[C@H](CO)N([C@H]3C#N)C(=O)C4CCCCC4
8132	N=C(Nc1nc(cc2ccccc12)c3ccccn3)c4ccccc4
8133	OC(=O)CCc1ccc(cc1)C#Cc2cncs2
8134	CN1CCC(CC1)OC(=O)C(Oc2ccc(Cl)cc2)Oc3ccc(Cl)cc3
8135	CNC1=NC(=O)N(COC(CO)CO)C=C1
8136	O[C@@H]1CCN([C@@H]1Cc2cccnc2)C(=O)C3CC=CC3
8137	Clc1ccc(cc1Cl)c2cn3c4CCCCc4sc3n2
8138	COc1ccc(cc1C(=O)N)S(=O)(=O)N2CCSCC2
8139	C[C@H](NC(=O)C1(CC1)C#N)c2ccc(cc2)C3CN(C3)c4ccc(OCC5CC5)cc4
8140	CC(C)n1cc(cn1)c2cnc3[nH]cc(c4cc(nc(N)n4)N(C)c5ccccc5Cl)c3c2
8141	C[C@H](Nc1c(c(Cl)nc2ncnn12)c3c(F)cc(OCCCN)cc3F)C(F)(F)F
8142	Cn1cc(cn1)N2CCC(NC(=O)c3ccccc3Cl)C2=O
8143	Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(n1)C(F)(F)F
8144	Cc1ccc(OCC(=O)N2CCc3ccccc3C2)c(Br)c1
8145	Oc1cc2c(Cl)c(Cl)ccc2nc1O
8146	Fc1cccc(c1)S(=O)(=O)N2CCN(CC3=Nc4cccc5C(=O)NN=C(N3)c45)CC2
8147	CC(NCC1(CCCCC1)N2CCOCC2)C(=O)Nc3ccc(Cl)cc3Cl
8148	Cc1cc(ccc1F)c2cn(CC(=O)N3CCN(CC3)c4ncccn4)c(n2)c5ccccc5
8149	CCc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nsc(O)n5
8150	COc1cc2CCCc2cc1CCC(=O)O
8151	COc1cc(Nc2c(cnc3cc(C#CCCN4CCNCC4)c(OC)cc23)C#N)c(Cl)cc1Cl
8152	FC(F)(F)c1cccc(CN2CCC(CC2)NC(=O)c3ccc(s3)c4cccc(Cl)c4)c1
8153	Clc1cccc(N2CCN(C\C=C/CNC(=O)c3cccc4Cc5ccccc5c34)CC2)c1Cl
8154	COc1ccc(NC(=O)CSC2=NC3=C(SCC3)C(=O)N2c4ccc(F)cc4)c(OC)c1
8155	Cc1ccc(N)cc1Nc2nccc(n2)c3cccnc3
8156	CC(C)[C@H]1CC(=O)[C@@H](C)\C=C\C=C(\C)/CC(=O)CC2=C[C@H]1OC2=O
8157	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C
8158	Nc1c2nc(Cl)n3[C@@H]4O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@@H]5C[C@@H](O)[C@@H](C5)[n+]1cnc23)[C@@H](O)[C@H]4O
8159	CC(C)c1cc([nH]n1)C2CCN(Cc3sccc3C)CC2
8160	OC(=O)Cc1ccc2[nH]c3CCN(CCc4ccccc4)Cc3c2c1
8161	COc1cc(OC)cc(c1)N(CCN2CCC(N)C2)c3ccc4ncc(nc4c3)c5cnn(C)c5
8162	COc1ccc(cc1F)n2cc(nc2c3cccc(C)n3)C(C)(C)C
8163	O=C(CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)NCc4ccccc4
8164	COC(=O)c1ccc2oc(nc2c1)C(=O)[C@H](Cc3ccccc3)NC(=O)CN4C(=O)C(=CN=C4c5ccccc5)N
8165	CCNC(=O)OC[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C
8166	O=C(C(NS(=O)(=O)c1ccc2NC(=O)CCc2c1)c3ccccc3)N4CCN(CC4)c5ccccn5
8167	O=C(C1CC(=O)C1)N2C[C@H]3N(CCc4ccccc34)C(=O)C2
8168	Cc1ccc(cc1C)C(=O)NCCSc2c[nH]c3ccccc23
8169	O=C(CCCCC1CCSS1)N2CCN(CC2)c3ccccc3
8170	Fc1ccccc1N2CCN(CC2)C(=O)CCSCc3ccc(Cl)cc3
8171	CCCCN1CC(COc2ccccc2)Oc3cc(Br)ccc3S1(=O)=O
8172	COc1cc(cc(OC)c1OC)C2=NOC(CO[C@@H]3O[C@H](CSc4ncn[nH]4)[C@@H](O)[C@H]3O)C2
8173	CN(C)Cc1oc(CSCCNc2cc(Nc3ccc(F)cc3)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1
8174	CN(C)[C@@H]1CCCCC1N(C)C(=O)c2ccc(cc2)C(F)(F)F.CS(=O)(=O)O
8175	CCCNC(=O)C1[C@H]2CC[C@H](O2)C1C(=O)O
8176	CC(C)(C)CC(C)(C)Nc1c(nc2ccccn12)c3ccccc3OC(=O)C4CCCCC4
8177	CCOC(=O)[C@H]1[C@H]2COc3ccc(Cl)cc3[C@@H]2N4C(=O)CN(Cc5occc5)C(=O)[C@@]14C
8178	[O-][N+](=O)c1ccc(NC(=O)CNC(=O)Cc2ccccc2)cc1
8179	CCCCNC1=Cc2ccccc2N(C)C1=O
8180	CCO\N=C(\C1CCN(CC1)C2(C)CCN(CC2)C(=O)c3c(C)ccnc3O)/c4ccc(Br)cc4
8181	COc1ccc(OCC(=O)N2CCc3c([nH]c4ccccc34)C2c5ccccn5)cc1
8182	CC(C)[C@H]1CN(CCN1)C(=O)c2ccc3cc(Oc4ccc(cc4)C#N)ccc3n2
8183	Cc1cc(C)c(c(C)c1)S(=O)(=O)N(CCCN)OCCCN
8184	COc1ccccc1N2CCN(CC2)C(=O)CCS(=O)(=O)c3cc(Br)cc4CCN(C(=O)C)c34
8185	Cc1ccc(NC(CO)c2ccccc2)cc1
8186	C[C@@]1(CCC[C@@H]1N=C(O)c2ncccc2OC(F)(F)F)N=C3NC=C(N=C3)C(F)(F)F
8187	CCCCN(CCCC)C(=O)Nc1ccc(F)c(Cl)c1
8188	COCCNC(=O)C1(C)CCCN(Cc2cccc(OC(=O)c3ccccc3)c2)C1
8189	Cn1ncnc1c2ccnc(NCc3ccccn3)n2
8190	C[C@@]1(COC(=O)COCC(=O)O)[C@@H](CC[C@]2(C)[C@@H]1CCC(=C)[C@H]2\C=C\C3=CCOC3=O)OC(=O)COCC(=O)O
8191	CC1(C)CC[C@@H](N1C(=O)CN)C(=O)N[C@@H](CCC(=O)O)C(=O)O
8192	COCc1nc(C)ncc1OC[C@]2(C[C@H]2C(=O)Nc3ccc(cn3)C#N)c4ccccc4
8193	NNC(=O)c1oc(COc2ccc(Br)cc2)cc1
8194	Cc1ccccc1C2=NN3C(C2)c4ccccc4OCC3=O
8195	Cc1cccc(n1)C(=O)N2C[C@H](NS(=O)(=O)C)[C@@H]3OCCC[C@H]23
8196	CC(=O)Nc1ccc(cc1Cl)C(O)CN2CCN(CCN3N=C(Cl)C=CC3=O)CC2
8197	CC(C)(C)c1ccc(cc1)C(=O)Nc2cc(Cl)ccc2O
8198	O=C1N(C=Nc2ccccc12)c3ccc(OCCCN4CCCC4)cc3
8199	CCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
8200	NC1=NC[C@H](Cc2ccccc2)N1CC3CCCCC3
8201	CCOC(=O)c1oc(CNC(=O)C2CCC(=O)N(CCc3ccccc3)C2)cc1
8202	COC(=O)c1c2c(CCc3ccc(Cl)nc23)c(c4CCc5ccc(Cl)nc5c14)c6ccccc6
8203	COc1cc2nc(c3ccc(F)cc3)c(nc2cc1C(=O)O)N(C)C(C)C
8204	OC(=O)[C@@H](Cc1ccccc1)Oc2c(Br)cc(cc2Br)c3c4ccccc4c(Br)c5sc6ccccc6c35
8205	CN1C(CCC1=O)c2cc3[nH]c(cc3cc2Oc4ccc(cc4)S(=O)(=O)C)c5nc(CC(=O)O)c(Cl)s5
8206	COC(=O)c1cc([nH]n1)c2ccc(OC)cc2
8207	N[C@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N)ncnc23)C(=O)O
8208	COc1cc(C)ccc1Sc2ccccc2N3CCNCC3
8209	Cl.C[C@H]1CC[C@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C
8210	Oc1c(ccc2ccccc12)c3cc4nc5ncccc5nc4c6ccccc36
8211	CN1CCCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccccc5)c3n2
8212	COCc1cc2C(=O)C3=C(NCCC34C=C(Br)C(=O)C(=C4)Br)C(=O)c2s1
8213	Cc1ccc2c(CC(=O)OCC(=O)Nc3ccc(Cl)cn3)coc2c1
8214	CC(C)CN(C(=O)CCC(=O)OCc1ccc(Cl)cc1Cl)C2=C(N)N(CC(C)C)C(=O)NC2=O
8215	COC(=O)CCCCCNC(=O)[C@H](CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)NS(=O)(=O)c2cccc3c(cccc23)N(C)C
8216	C(CCN1CCN(CC1)C2CCCCC2)CCc3cccc4ccccc34
8217	NC(=N)Nc1ccc(NC(=O)c2cc3cc4ccccc4cc3c(Br)c2O)cc1
8218	Clc1ccc(C2COC(Cn3ccnc3)(O2)c4ccc(Br)cc4)c(Cl)c1
8219	CCCCCCCCCCCCCCCC(=O)Nc1ccc(c2ccccc12)S(=O)(=O)O
8220	COc1ccc(NC(=O)Nc2ccc3O[C@@H](CN(C)S(=O)(=O)c4ccc(OC)cc4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1
8221	Cc1cc2SC3=NC(=O)N(C(=O)N3c2cc1C)c4ccccc4
